820797718985441280	CorineCastor	Hi Leo, is een half uur later ok met jouw?	Hi Leo , is een half uur later ok met jouw ?
820801021274361856	TheDatedDiary	Zondagavonden zijn zo treurig, je voelt het weekend gewoon door je vingers glippen....	Zondagavonden zijn zo treurig , je voelt het weekend gewoon door je vingers glippen ....
820801024311095296	hardegeilesex	@geilelarissa8 zin in een spannende date... iets verrassend... opwindend met mij?? Ik zeker wel met jou!!	@geilelarissa8 zin in een spannende date ... iets verrassend ... opwindend met mij ?? Ik zeker wel met jou !!
820801027007922176	DCI_James	@SegersBen @IENouwen @TPotoms je discussieert met een fake account betaald door de nva, Ben.	@SegersBen @IENouwen @TPotoms je discussieert met een fake account betaald door de nva , Ben .
820801029042098176	rjrietveldt	'Kloof tussen rijk en arm in wereld groter dan gedacht': De kloof tussen arm en rijk veel groter…… https://t.co/7N7Ana0rHQ	' Kloof tussen rijk en arm in wereld groter dan gedacht ': De kloof tussen arm en rijk veel groter …… https://t.co/7N7Ana0rHQ
820801032171257858	_Kwint	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/4vLcslJydU FLYING TO FRANCE TO PUT A CRISP ON THE FLOOR	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/4vLcslJydU FLYING TO FRANCE TO PUT A CRISP ON THE FLOOR
820801036646514688	JMorrisTV	Werk, werk, werk, werk, werk, werk https://t.co/AfdXfUTgSn	Werk , werk , werk , werk , werk , werk https://t.co/AfdXfUTgSn
820801041054789641	_zuidhorn	Nieuws: 100 jaar ervaring in Best Western Hotel Restaurant #Aduard https://t.co/zDFyINC1kv Administratie op orde, lekkere gerechten, schon…	Nieuws : 100 jaar ervaring in Best Western Hotel Restaurant #Aduard https://t.co/zDFyINC1kv Administratie op orde , lekkere gerechten , schon …
820801055055314944	marq2025	@stephenasmith ok ok ook😂🙉🙉🙉😂😝😎😡😡😝😡🙉🙉	@stephenasmith ok ok ook 😂🙉🙉🙉😂😝😎😡😡😝😡🙉🙉
820801055088930817	_Dwon_	Word lid van ScaleLab Network en breng je YouTube kanaal naar het volgende niveau! https://t.co/iGmVLqckk8	Word lid van ScaleLab Network en breng je YouTube kanaal naar het volgende niveau ! https://t.co/iGmVLqckk8
820801060155617286	EcoMovehouten	RT @3OA6FIb5SP5ARKI: @volkskrant Het = geen man, het = geen vrouw maar een "VVD'er" zong Jetje van Oranje al in 1944 of was het .SB'er ? Ik…	RT @3OA6FIb5SP5ARKI : @volkskrant Het = geen man , het = geen vrouw maar een " VVD'er " zong Jetje van Oranje al in 1944 of was het . SB'er ? Ik …
820801064903516160	carmenthijs	Acht rijksten bezitten evenveel als 3,6 miljard armsten https://t.co/xXvMaHBxwi	Acht rijksten bezitten evenveel als 3,6 miljard armsten https://t.co/xXvMaHBxwi
820801069815099393	TobiasM_31	@holt_jermaine 😂😂😂ik he mad	@holt_jermaine 😂😂😂 ik he mad
820801073044738050	doho2000	@an3sdej315 @wouterdewinther Een ander vertrappen om zelf hoger op te komen. Zielig, werk niet.	@an3sdej315 @wouterdewinther Een ander vertrappen om zelf hoger op te komen . Zielig , werk niet .
820801078132346884	247robby	#handel Op #zoek naar een #mobiel #PIN apparaat zonder vaste #lasten ? Geschikt voor ALLE #passen. (#MKB,#ZZP,#B2B) https://t.co/tdfj0sYRsF	#handel Op #zoek naar een #mobiel #PIN apparaat zonder vaste #lasten ? Geschikt voor ALLE #passen . ( #MKB , #ZZP , #B2B ) https://t.co/tdfj0sYRsF
820801080376299521	Ondernemertweet	'Kloof tussen rijk en arm in wereld groter dan gedacht' https://t.co/DPXtoYhRvj #Economie #ZZP #Ondernemer	' Kloof tussen rijk en arm in wereld groter dan gedacht ' https://t.co/DPXtoYhRvj #Economie #ZZP #Ondernemer
820801081718534144	SurinaamsNieuws	Engelse spionnen vertrouwen Trump niet - https://t.co/4p2dO3FSTr Gratis App -https://t.co/nPMqhdxCG0 https://t.co/OWLHwUuhRy	Engelse spionnen vertrouwen Trump niet - https://t.co/4p2dO3FSTr Gratis App - https://t.co/nPMqhdxCG0 https://t.co/OWLHwUuhRy
820801084201517056	MasteRiskk	Ik vind een @YouTube-video van @sammidnan leuk: https://t.co/fuZ8nXLe5r Ik ben retarded.	Ik vind een @YouTube - video van @sammidnan leuk : https://t.co/fuZ8nXLe5r Ik ben retarded .
820801092963405825	nieuwsdagen	Acht rijksten bezitten evenveel als 3,6 miljard armsten https://t.co/1igVpzw4HJ	Acht rijksten bezitten evenveel als 3,6 miljard armsten https://t.co/1igVpzw4HJ
820801093689049093	onlyevak	Ik vebrand altijd me haar als ik rook gvd	Ik vebrand altijd me haar als ik rook gvd
820801105391210496	trebla7470	RT @WouterAvet: #EUhasntgotanarmy and #EUisfloodedwithnonrefugees Merkel, waarschuwt Trump voor protectionisme ... https://t.co/3rR75PWBNM…	RT @WouterAvet : #EUhasntgotanarmy and #EUisfloodedwithnonrefugees Merkel , waarschuwt Trump voor protectionisme ... https://t.co/3rR75PWBNM …
820801105978388482	djennabie	@LoenaTweet nog weer suggesties😂😂 ?	@LoenaTweet nog weer suggesties 😂😂 ?
820801105345019905	LoopSuriname	Internationaal model worden? Dat kan! https://t.co/ddlOJGS4hm https://t.co/2SiIaWLTMB	Internationaal model worden ? Dat kan ! https://t.co/ddlOJGS4hm https://t.co/2SiIaWLTMB
820801109178494976	JW_Handboek	Krokodillen slikken stenen door om zo dieper te kunnen zwemmen.	Krokodillen slikken stenen door om zo dieper te kunnen zwemmen .
820801111779082241	skyviolence	@yynntthh @feabeau Niks boeiends, was een vraag over als je je crush zag commenten op iemands foto en zij op die va… https://t.co/mEzslyDKFy	@yynntthh @feabeau Niks boeiends , was een vraag over als je je crush zag commenten op iemands foto en zij op die va … https://t.co/mEzslyDKFy
820801120679378947	CancerExploit	Meer als jou in iedergeval "routerexploit" https://t.co/zHpY767Wz5	Meer als jou in iedergeval " routerexploit " https://t.co/zHpY767Wz5
820801126182293504	p2krotterdam	01:58:50 A2 (Directe inzet: dia) AMBU 17136 Reigerlaan 2903LM Capelle aan den IJssel CAPIJS bon 5708	01:58:50 A2 ( Directe inzet : dia ) AMBU 17136 Reigerlaan 2903 LM Capelle aan den IJssel CAPIJS bon 5708
820801129210585088	Nukhet_	NU AL ZIN IN ZOMER 2017!😍☀️💋	NU AL ZIN IN ZOMER 2017!😍☀️💋
820801130007592961	LeroyMijns	@WalkerGirl01 Ja echt he! En dat er ouders zijn die toestemming geven dat hun kind zo op een website komt. Schandalig!	@WalkerGirl01 Ja echt he ! En dat er ouders zijn die toestemming geven dat hun kind zo op een website komt . Schandalig !
820801139826364416	eenDier	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/PNDquiH2ce Zou u dit kunnen verteren? PETA UK biedt mensen	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/PNDquiH2ce Zou u dit kunnen verteren ? PETA UK biedt mensen
820801142166867968	wavylynn	Ik haat docus op Id Tlc discovery en ng	Ik haat docus op Id Tlc discovery en ng
820801152480669697	merelhulst	Btw hetzelfde met het woord trauma..	Btw hetzelfde met het woord trauma ..
820801156574224384	SurinaamsNieuws	Oemrawsingh nieuwe Partijraadsvoorzitter DA'91 - https://t.co/tNe5CFcRwl Gratis App -https://t.co/nPMqhdxCG0	Oemrawsingh nieuwe Partijraadsvoorzitter DA '91 - https://t.co/tNe5CFcRwl Gratis App - https://t.co/nPMqhdxCG0
820801157153062913	BijnaNormaal	Ik vind een @YouTube-video leuk: https://t.co/yMYCFA9Xl8 STOP CALLING ME THE KAZOO KID!	Ik vind een @YouTube - video leuk : https://t.co/yMYCFA9Xl8 STOP CALLING ME THE KAZOO KID !
820801162886651904	GeldVerdienen20	RT @MediaservicesEU: Tref.eu Webcafé: UPDEET: Peilingen en Keek op de Week #opinie #nieuws #economie #islam #vvd #pvda #peilingen #EU htt…	RT @MediaservicesEU : Tref . eu Webcafé : UPDEET : Peilingen en Keek op de Week #opinie #nieuws #economie #islam #vvd #pvda #peilingen #EU htt …
820801164379910144	FadiEsak	@Gewoon_Sher @cmfuentez nu heb ik niks voor jullie. WAAROM HEB IK GEEN TALENT	@Gewoon_Sher @cmfuentez nu heb ik niks voor jullie . WAAROM HEB IK GEEN TALENT
820801165227126787	_auto_nieuws	TomCam Compilatie Dakar 2017 https://t.co/USWhwoi8NM #RTL GP plaatste het volgende bericht op hun website: TomCam Compilatie Dakar 2017.	TomCam Compilatie Dakar 2017 https://t.co/USWhwoi8NM #RTL GP plaatste het volgende bericht op hun website : TomCam Compilatie Dakar 2017.
820801166737018883	_auto_nieuws	Terugblik Dakar 2017: Trucks - deel 3 https://t.co/vomNWfL7g9 #RTL GP plaatste het volgende bericht op hun website: Terugblik Dakar 2017: …	Terugblik Dakar 2017: Trucks - deel 3 https://t.co/vomNWfL7g9 #RTL GP plaatste het volgende bericht op hun website : Terugblik Dakar 2017: …
820801168125390849	_auto_nieuws	Terugblik Dakar 2017: Auto´s - deel 3 https://t.co/vaL21ie4mA #RTL GP plaatste het volgende bericht op hun website: Terugblik Dakar 2017: …	Terugblik Dakar 2017: Auto ´s - deel 3 https://t.co/vaL21ie4mA #RTL GP plaatste het volgende bericht op hun website : Terugblik Dakar 2017: …
820801170360901633	Evelienswereld	@Gewoon_Sher Ja weet ik niet zo'n energieke snelpratende meid maar je bent echt een vrouw en je personage-twin is C… https://t.co/W54IUAgCqT	@Gewoon_Sher Ja weet ik niet zo'n energieke snelpratende meid maar je bent echt een vrouw en je personage-twin is C… https://t.co/W54IUAgCqT
820801181878550528	energieadviezen	Eerst schoon opwekken, daarna pas besparen maakt energietransitie… https://t.co/0uqhzYz68I #energieleverancier	Eerst schoon opwekken , daarna pas besparen maakt energietransitie … https://t.co/0uqhzYz68I #energieleverancier
820801185426903040	molomatriaal	@Gewoon_Sher @kim_donz Haha, ja 24 karaats en ogen schitteren als diamanten en nagels van parels en jullie harten tikken als een rolex😜	@Gewoon_Sher @kim_donz Haha , ja 24 karaats en ogen schitteren als diamanten en nagels van parels en jullie harten tikken als een rolex 😜
820801193639297024	petramesselink	@embertmesselink gezien? https://t.co/PRSWJ2bTfP	@embertmesselink gezien ? https://t.co/PRSWJ2bTfP
820801195610669057	Rafsina	@Rafsina Is #Geweld weeral het enige waar #China mee kan dreigen? Stop om te beginnen alle oorlogen.	@Rafsina Is #Geweld weeral het enige waar #China mee kan dreigen ? Stop om te beginnen alle oorlogen .
820801197003173889	668644	@tettenslet HAHAHAH IK ZIE DIE ERONDER NU PAS KKR	@tettenslet HAHAHAH IK ZIE DIE ERONDER NU PAS KKR
820801198315991040	BrianHaan95	Ik verveel me dus denk dat ik jullie ga verlaten	Ik verveel me dus denk dat ik jullie ga verlaten
820801201604325376	Harmolieber94	@ProjetoFFans onze #Beliebers #BestFanArmy #iHeartAwards	@ProjetoFFans onze #Beliebers #BestFanArmy #iHeartAwards
820801203500122112	LoenaTweet	@djennabie shoutout naar mijn kuthond amy	@djennabie shoutout naar mijn kuthond amy
820801205593063424	skyviolence	@felavdv Je bent echt slecht in mij steunen man..	@felavdv Je bent echt slecht in mij steunen man ..
820801208243855360	NLNieuwsAlert	volkskrant: Via Nieuwe Maas komt iets minder plastic in zee https://t.co/63rKDe7lsR #NLNieuwsAlert	volkskrant : Via Nieuwe Maas komt iets minder plastic in zee https://t.co/63rKDe7lsR #NLNieuwsAlert
820801212694102016	WalkerGirl01	Als iemand zich fcking erg aanstelt: https://t.co/LYk9WKsjeG	Als iemand zich fcking erg aanstelt : https://t.co/LYk9WKsjeG
820801224098320384	vodafoneNL	@hcnsgvc Duidelijk. Heeft het wel gewerkt op dit toestel? ^SB	@hcnsgvc Duidelijk . Heeft het wel gewerkt op dit toestel ? ^ SB
820801226543611905	WiemerWiemers	@DynamiteCakes hahahahaha...wie geil! 😂	@DynamiteCakes hahahahaha ... wie geil ! 😂
820801234189877248	LavaletteAstrid	RT @FiIosoof: Een grote les is dat 'houden van' en 'loslaten' onlosmakelijk met elkaar verbonden zijn.	RT @FiIosoof : Een grote les is dat ' houden van ' en ' loslaten ' onlosmakelijk met elkaar verbonden zijn .
820801245229252609	loveinground	Beter spijt van wat je hebt gedaan, dan van wat je niet hebt gedaan. #loveinground	Beter spijt van wat je hebt gedaan , dan van wat je niet hebt gedaan . #loveinground
820801247338987520	brug_open	De #Nieuwe #Botlekbrug is geopend om 02:14. Geschatte sluiting is om 02:23. #brug #open https://t.co/kn294dLGlo	De #Nieuwe #Botlekbrug is geopend om 02:14. Geschatte sluiting is om 02:23. #brug #open https://t.co/kn294dLGlo
820801248467230721	KikiV666	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/B8hRmDGiEC Nobody knows it but me - babyface	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/B8hRmDGiEC Nobody knows it but me - babyface
820801253110255618	nr1marian	@aukew hopelijk welterusten zo 🤦🏻‍♂️	@aukew hopelijk welterusten zo 🤦🏻‍♂️
820801256767848450	achteraan	#groter worden #xxx #tdd https://t.co/o1emYa6HjX #lab	#groter worden #xxx #tdd https://t.co/o1emYa6HjX #lab
820801258126712832	achteraan	Groot aanbod Dekbed overtrekken tegen lage prijzen. Verzending in Nederland en Belgie. #tdd https://t.co/Uek7JZ7JPP …	Groot aanbod Dekbed overtrekken tegen lage prijzen . Verzending in Nederland en Belgie . #tdd https://t.co/Uek7JZ7JPP …
820801258508390400	AdelheidRoosen	RT @_knaw: 4 nieuwe leden voor @de_AvK van de KNAW: Nasrdin Dchar, Adriaan van Dis, Ola Mafaalani & Claron McFadden. Welkom!…	RT @_knaw : 4 nieuwe leden voor @de_AvK van de KNAW : Nasrdin Dchar , Adriaan van Dis , Ola Mafaalani & Claron McFadden . Welkom !…
820801260848906240	_Eindhoven	Gemeentepagina – week 3 2017 https://t.co/X0EWqGzK0I Dit is de gemeentepagina van week 3 2017. Agenda komende periode Datum Aanvang Onderw…	Gemeentepagina – week 3 2017 https://t.co/X0EWqGzK0I Dit is de gemeentepagina van week 3 2017. Agenda komende periode Datum Aanvang Onderw …
820801266276335617	werkvacatures	Nieuwe #vacature #JouwBaan Sales consultants in Heerenveen https://t.co/xzx4MghgSI	Nieuwe #vacature #JouwBaan Sales consultants in Heerenveen https://t.co/xzx4MghgSI
820801268956467201	Evelienswereld	@kim_donz Ook lastig met zoenen	@kim_donz Ook lastig met zoenen
820801269388308480	Legend_Ruud	@nrc binnrnkort alleen nog in NL te koop	@nrc binnrnkort alleen nog in NL te koop
820801269484949506	LavaletteAstrid	RT @FiIosoof: Schoonheid zit niet in wat je ziet maar in hoe je kijkt...	RT @FiIosoof : Schoonheid zit niet in wat je ziet maar in hoe je kijkt ...
820801273045786624	wowobbel	Ambulancemedewerker van tas beroofd tijdens werk https://t.co/nBUfQcu1aI	Ambulancemedewerker van tas beroofd tijdens werk https://t.co/nBUfQcu1aI
820801253110255618	nr1marian	@aukew hopelijk welterusten zo 🤦🏻‍♂️	@aukew hopelijk welterusten zo 🤦🏻‍♂️
820801283649077248	Nukhet_	NU AL ZIN IN ZOMER 2017! 😍☀️💋 @Seydaa__G	NU AL ZIN IN ZOMER 2017! 😍☀️💋 @Seydaa__G
820801285276303360	Climate_Cop	#ClimateChange https://t.co/hA5kY81sqP CO2 Klimaatneutraal kijken naar de KvW - Afl 1 - deel 1	#ClimateChange https://t.co/hA5kY81sqP CO 2 Klimaatneutraal kijken naar de KvW - Afl 1 - deel 1
820801283665891328	Gewoon_Sher	@FadiEsak @cmfuentez Ja best wel he 😎 eigenlijk moet jij er ook bij want we zijn toch wel verbonden he met elkaar	@FadiEsak @cmfuentez Ja best wel he 😎 eigenlijk moet jij er ook bij want we zijn toch wel verbonden he met elkaar
820801294621376513	JouwradioMuziek	Get Ready - Weg - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons	Get Ready - Weg - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons
820801297330929666	Rafsina	RT @WouterAvet: #EUhasntgotanarmy and #EUisfloodedwithnonrefugees Merkel, waarschuwt Trump voor protectionisme ... https://t.co/3rR75PWBNM…	RT @WouterAvet : #EUhasntgotanarmy and #EUisfloodedwithnonrefugees Merkel , waarschuwt Trump voor protectionisme ... https://t.co/3rR75PWBNM …
820801301751730177	maenhouthelene	RT @Tahneevkk: Wil gewoon slapen maar heb te veel om over na te denken	RT @Tahneevkk : Wil gewoon slapen maar heb te veel om over na te denken
820801302984855553	MovieFeednieuws	Tom Cruise maakt een praatje met iedereen - https://t.co/1uzjnSFzHp	Tom Cruise maakt een praatje met iedereen - https://t.co/1uzjnSFzHp
820801309720870913	nieuwsfeed1	'Kloof tussen rijk en arm in wereld groter dan gedacht' https://t.co/j39xWwftD2 #Economie #nieuws https://t.co/Hz8bESs5m9	' Kloof tussen rijk en arm in wereld groter dan gedacht ' https://t.co/j39xWwftD2 #Economie #nieuws https://t.co/Hz8bESs5m9
820801313831260160	mdejager1972	Het gaat helemaal niet slecht met het UK....viel mij idd ook op. https://t.co/H49VkIIRuC	Het gaat helemaal niet slecht met het UK .... viel mij idd ook op . https://t.co/H49VkIIRuC
820801316989628417	Seydaa__G	RT @Nukhet_: NU AL ZIN IN ZOMER 2017! 😍☀️💋 @Seydaa__G	RT @Nukhet_ : NU AL ZIN IN ZOMER 2017! 😍☀️💋 @Seydaa__G
820801319283720192	Ce_etal	Loser Ja gayera Maar...😤😤	Loser Ja gayera Maar ...😤😤
820801322232463361	nienerds	@lobidabasi ja is wel zo	@lobidabasi ja is wel zo
820801332533673985	totalymixedup	Ik vind een @YouTube-video leuk: https://t.co/8CyZzwcRB6 ALLES DICHT! - EFTELING VLOG 1	Ik vind een @YouTube - video leuk : https://t.co/8CyZzwcRB6 ALLES DICHT ! - EFTELING VLOG 1
820801343883542533	P2000Live	A2 (Directe inzet: dia) AMBU 17136 Reigerlaan 2903LM Capelle aan den IJssel CAPIJS bon 5708 • January 16, 2017 at 02:13AM • #P2000 #LIVE #F…	A2 ( Directe inzet : dia ) AMBU 17136 Reigerlaan 2903 LM Capelle aan den IJssel CAPIJS bon 5708 • January 16, 2017 at 02:13 AM • #P2000 #LIVE #F …
820801349206048768	michelleeehj	WAT WAAROM STAAT JACOB SARTORIUS HAHAHAHAH KMS https://t.co/2vVQc0k046	WAT WAAROM STAAT JACOB SARTORIUS HAHAHAHAH KMS https://t.co/2vVQc0k046
820801354369236992	tettenslet	"Ik heb echt zin om bij Helin aan te kloppen" "Wat, m'n lul?!" "Nee, Helin"	" Ik heb echt zin om bij Helin aan te kloppen " " Wat , m'n lul ?!" " Nee , Helin "
820801354021146626	DePruttelpot	We hebben de rollen supermooie kant , collectie JDL waar je ramen mee kunt decoreren, of flesjes, potjes enz... https://t.co/3BGh9cuFjy	We hebben de rollen supermooie kant , collectie JDL waar je ramen mee kunt decoreren , of flesjes , potjes enz ... https://t.co/3BGh9cuFjy
820801355593830400	BesteNieuws	De hoogtepunten van 50 jaar AMG https://t.co/muW1wHL69h via @Easy_Branches @auteurjanjansen #easybranches https://t.co/5uVKgx3Aak	De hoogtepunten van 50 jaar AMG https://t.co/muW1wHL69h via @Easy_Branches @auteurjanjansen #easybranches https://t.co/5uVKgx3Aak
820801354906169350	oumar_96	RT @DivineZola: Dit is de oorzaak, naar mijn mening : VERDIEND https://t.co/VSProhMmWg	RT @DivineZola : Dit is de oorzaak , naar mijn mening : VERDIEND https://t.co/VSProhMmWg
820801357649154048	POL_Zwolle	@alindak36 beste Alinda, u, als BOA, zou moeten weten dat het niet de schuld van de verbalisant is als u wordt bekeurd voor een overtreding.	@alindak36 beste Alinda , u, als BOA , zou moeten weten dat het niet de schuld van de verbalisant is als u wordt bekeurd voor een overtreding .
820801367979782148	maylileung	@CharlotteLepas girl really? Uw boobs zijn al groot genoeg, geef maar wa aan mij!	@CharlotteLepas girl really ? Uw boobs zijn al groot genoeg , geef maar wa aan mij !
820801391052681216	LavaletteAstrid	RT @YoVivoo: Sommige mensen spreken uit #ervaring, anderen spreken uit ervaring niet.	RT @YoVivoo : Sommige mensen spreken uit #ervaring , anderen spreken uit ervaring niet .
820801407670484992	ikbenindehemel	Fort aan de Sint Aagtendijk 14 september 2014 https://t.co/eGvbxzHQSn	Fort aan de Sint Aagtendijk 14 september 2014 https://t.co/eGvbxzHQSn
820801410531028996	TheDatedDiary	Haha! De dagen komen gewoonweg overeen dit jaar! Pluspuntje dabei https://t.co/3MG6TNgSgH	Haha ! De dagen komen gewoonweg overeen dit jaar ! Pluspuntje dabei https://t.co/3MG6TNgSgH
820801412464541696	Evelienswereld	@Gewoon_Sher dit weet ik natuurlijk allemaal na 1 filmpje	@Gewoon_Sher dit weet ik natuurlijk allemaal na 1 filmpje
820801415237029888	reginafaber	Daar doe ik t voor 😄😄😄 https://t.co/GrYRHs6Q27	Daar doe ik t voor 😄😄😄 https://t.co/GrYRHs6Q27
820801423617249281	ShanaSaverys	RT @atokadnina: kheb echt te weinig uren in mijn dag	RT @atokadnina : kheb echt te weinig uren in mijn dag
820801426016309249	oumar_96	RT @Achillevaning: Mijn muziekstijl is zo uiteenlopend, das nieens definieerbaar	RT @Achillevaning : Mijn muziekstijl is zo uiteenlopend , das nieens definieerbaar
820801426620346368	jamalbakker15	RT @geilesanne16: Oke iedereen die dit bericht deelt/liked/comment of whatever ga ik volgen!! Misschien een leuk idee? Ik ga het 2 dagen do…	RT @geilesanne16 : Oke iedereen die dit bericht deelt / liked / comment of whatever ga ik volgen !! Misschien een leuk idee ? Ik ga het 2 dagen do …
820801427840831493	Seydaa__G	@Nukhet_ AMAI NOG NIET😍☀️🍹❤️	@Nukhet_ AMAI NOG NIET 😍☀️🍹❤️
820801432710512643	peterleijsten	Wedstrijdje, hoor. #GBvsDAL #Rodgers #Cook #Crosby	Wedstrijdje , hoor . #GBvsDAL #Rodgers #Cook #Crosby
820801437563240448	marizsmn	RT @wierdduk: "Twee echte snotneuzen" en "Aylan". Ja, politiek is schaamteloos: "Hoe zit een speech van Jesse Klaver in elkaar?" https://t.…	RT @wierdduk : " Twee echte snotneuzen " en " Aylan ". Ja , politiek is schaamteloos : " Hoe zit een speech van Jesse Klaver in elkaar ?" https://t. …
820801442437021700	hardegeilesex	RT @geile_lisaatje: Rt als je mij lekker vind😳 https://t.co/x7oWzCYrW5	RT @geile_lisaatje : Rt als je mij lekker vind 😳 https://t.co/x7oWzCYrW5
820801444832014338	arjenUSA	Im Trumps Washington maakt het oude establishment plaats voor het nieuwe establishment. https://t.co/w0asiVzVdZ	Im Trumps Washington maakt het oude establishment plaats voor het nieuwe establishment . https://t.co/w0asiVzVdZ
820801450104201216	marizsmn	RT @BlauweLotus: @wierdduk De creatie van een reclamebureau, zo nep als maar kan.	RT @BlauweLotus : @wierdduk De creatie van een reclamebureau , zo nep als maar kan .
820801450632740864	glxss_hearts	RT @debroervanroos: rapper Sjors is in te huren als gigolo. ik ben het even helemaal kwijt. https://t.co/yYitU7tLnY https://t.co/rVPwI5CsMu	RT @debroervanroos : rapper Sjors is in te huren als gigolo . ik ben het even helemaal kwijt . https://t.co/yYitU7tLnY https://t.co/rVPwI5CsMu
820801450964086785	vanthuisuit	Eigen baas ! https://t.co/G3g8CvWxJo #eigenbaas #thuiswerk #bijbaan #extra #geld	Eigen baas ! https://t.co/G3g8CvWxJo #eigenbaas #thuiswerk #bijbaan #extra #geld
820801452214013953	twimmercom	zwarteprietpraat is nr.7 trending hashtag in NL in afgelopen 2 uur. https://t.co/FQVjArQ8K3 #zwarteprietpraat	zwarteprietpraat is nr .7 trending hashtag in NL in afgelopen 2 uur . https://t.co/FQVjArQ8K3 #zwarteprietpraat
820801453908492290	Statenbijbel	Fort aan de Sint Aagtendijk 14 september 2014 https://t.co/fm0iXDvyZP	Fort aan de Sint Aagtendijk 14 september 2014 https://t.co/fm0iXDvyZP
820801453652606976	twimmercom	schinnenbaan is nr.7 trending hashtag in NL in afgelopen 4 uur. https://t.co/ZdlWhIXHr2 #schinnenbaan	schinnenbaan is nr .7 trending hashtag in NL in afgelopen 4 uur . https://t.co/ZdlWhIXHr2 #schinnenbaan
820801463630888963	_pvv	Nieuwe partijen verrassen met nieuwe aanpak De #PVV en het Forum voor Democratie hebben veel succes met hun intern… https://t.co/Q0hw5YrIcc	Nieuwe partijen verrassen met nieuwe aanpak De #PVV en het Forum voor Democratie hebben veel succes met hun intern … https://t.co/Q0hw5YrIcc
820801464570413056	cda_nieuws	Bij #CDA-sprekers verkeert Nederland permanent in morele crisis https://t.co/tUr0r1u2PY De beschaving in Nederland is verloren gegaan, zei…	Bij #CDA - sprekers verkeert Nederland permanent in morele crisis https://t.co/tUr0r1u2PY De beschaving in Nederland is verloren gegaan , zei …
820801465249923076	_pvv	In campagnetijd liever low profile blijven: alleen bij de #PVV Het is een eigenaardige discussie, meer of minder P… https://t.co/EwvNZu3HR5	In campagnetijd liever low profile blijven : alleen bij de #PVV Het is een eigenaardige discussie , meer of minder P… https://t.co/EwvNZu3HR5
820801465635770369	oumar_96	RT @DivineZola: MISS BELGIË WORDT OOK EENS VERWELKOMT OP INSTAGRAM 😭😭😭 *SCREAMING* https://t.co/cCIyvYxa5i	RT @DivineZola : MISS BELGIË WORDT OOK EENS VERWELKOMT OP INSTAGRAM 😭😭😭 * SCREAMING * https://t.co/cCIyvYxa5i
820801466323472385	Jess_JessOrtiz	Aprendan mij@s https://t.co/ruYKPEaFq7	Aprendan mij @s https://t.co/ruYKPEaFq7
820801467686785028	hardegeilesex	RT @geile_lisaatje: Rt als je mij een geilerd vind	RT @geile_lisaatje : Rt als je mij een geilerd vind
820801472266993664	Pol_Alvi	Tijdens een controle in Gorinchem troffen wij vannacht bij twee personen een taser, vermoedelijk… https://t.co/ISMDR8FeNA	Tijdens een controle in Gorinchem troffen wij vannacht bij twee personen een taser , vermoedelijk … https://t.co/ISMDR8FeNA
820801475815227392	erikmorrenhof	@vincentt1977 Ja ja ja. Rotte A-Rod. 😅 Jealousy talking dit, hahaha. Matty Ice vs. A-Rod nexr week. Heb ik ook zin in. GO FALCONS. 😂	@vincentt1977 Ja ja ja . Rotte A-Rod . 😅 Jealousy talking dit , hahaha . Matty Ice vs . A-Rod nexr week . Heb ik ook zin in . GO FALCONS . 😂
820801476993884161	HeleneZwaneveld	We moeten 't ermee doen! Nu consequent vanuit de bedoeling verantwoorden, liefst door cliënt zelf #wensen… https://t.co/d92kVCx0bu	We moeten 't ermee doen ! Nu consequent vanuit de bedoeling verantwoorden , liefst door cliënt zelf #wensen … https://t.co/d92kVCx0bu
820801477530812416	soft_psycho	alleen maar space vriend (Vine by @brentjaa) https://t.co/koIANKXvyC	alleen maar space vriend ( Vine by @brentjaa ) https://t.co/koIANKXvyC
820801477602144258	JaspervN	@lobidabasi @nienerds we maken ruzie omdat ik ook verliefd ben op Idris Elba	@lobidabasi @nienerds we maken ruzie omdat ik ook verliefd ben op Idris Elba
820801477644091392	leidenhaag	@Keutelt @telegraaf Kutamerikanen ook, ze vinden Dutch girls en merriejoewahna awesome maar stiekem zijn we gewoon een soort blije moffen.😑	@Keutelt @telegraaf Kutamerikanen ook , ze vinden Dutch girls en merriejoewahna awesome maar stiekem zijn we gewoon een soort blije moffen .😑
820801479976120320	kvrstxnn_bot	ik hou van sexy beesten!	ik hou van sexy beesten !
820801486535983104	rubenw201	RT @PCIMeijer: Roept u maar. #verkiezingen En delen graag.	RT @PCIMeijer : Roept u maar . #verkiezingen En delen graag .
820801490008686593	tragicmerrell	@i_love_the_mt_ yes ik	@i_love_the_mt_ yes ik
820801490747068419	maarwaaarom	wat een ellende https://t.co/2JcsFBWnsP	wat een ellende https://t.co/2JcsFBWnsP
